,project_id,uid,date,income
348,81077,1706440161,2022-11-03T00:00:00.000Z,0.01
349,81077,1714073899,2022-11-25T00:00:00.000Z,0.09
350,81077,1718416044,2022-11-29T00:00:00.000Z,0.06
351,81234,1648608319,2022-12-03T00:00:00.000Z,0.01
352,81351,1714073899,2022-11-25T00:00:00.000Z,0.1
353,81714,1429235843,2022-12-08T00:00:00.000Z,0.0
354,81714,1458049517,2022-12-02T00:00:00.000Z,0.0
355,81714,1674749132,2022-12-05T00:00:00.000Z,0.0
356,81714,1684019585,2022-12-15T00:00:00.000Z,0.015
357,81714,1699065816,2022-10-19T00:00:00.000Z,0.0
358,81714,1706440161,2022-11-04T00:00:00.000Z,0.0
359,81714,1713698815,2022-11-16T00:00:00.000Z,0.0
360,81714,1714073899,2022-11-16T00:00:00.000Z,0.0
361,81737,1714073899,2022-12-02T00:00:00.000Z,0.0
362,81800,1429235843,2023-01-04T00:00:00.000Z,0.1
363,81800,1684019585,2022-12-24T00:00:00.000Z,0.0
364,81800,1714073899,2022-12-02T00:00:00.000Z,0.4
365,81940,1714073899,2022-11-25T00:00:00.000Z,0.1
366,81980,1429235843,2022-11-18T00:00:00.000Z,0.53
367,81980,1684019585,2022-12-08T00:00:00.000Z,0.0
368,81980,1703905621,2022-11-02T00:00:00.000Z,0.0
369,81980,1706440161,2022-11-06T00:00:00.000Z,0.43
370,81980,1713698815,2022-12-08T00:00:00.000Z,0.0
371,81980,1714073899,2022-11-16T00:00:00.000Z,0.0
372,81980,1718416044,2022-11-26T00:00:00.000Z,0.0
373,82273,1714073899,2022-11-27T00:00:00.000Z,0.005
374,82559,1703905621,2022-12-08T00:00:00.000Z,0.2
375,83639,1706440161,2022-11-01T00:00:00.000Z,0.035
376,83639,1710096477,2022-12-10T00:00:00.000Z,0.035
377,83739,1316040758,2022-11-18T00:00:00.000Z,0.3
378,83739,1429235843,2022-12-30T00:00:00.000Z,0.178
379,83739,1490584733,2022-12-31T00:00:00.000Z,5.098
380,83739,1675921760,2022-09-30T00:00:00.000Z,0.0
381,83739,1684019585,2022-12-07T00:00:00.000Z,0.178
382,83739,1703905621,2022-11-19T00:00:00.000Z,0.203
383,83739,1706440161,2022-11-01T00:00:00.000Z,0.0
384,83739,1709755371,2022-11-14T00:00:00.000Z,0.0
385,83739,1714073899,2022-11-16T00:00:00.000Z,0.0
386,83739,1716528528,2023-01-12T00:00:00.000Z,0.385
387,83739,1725259597,2022-12-08T00:00:00.000Z,0.468
388,84339,1429235843,2022-12-05T00:00:00.000Z,0.0
389,84339,1674749132,2022-12-04T00:00:00.000Z,0.0
390,84339,1675921760,2022-11-10T00:00:00.000Z,0.0
391,84339,1684019585,2022-12-07T00:00:00.000Z,0.0
392,84339,1699065816,2022-11-03T00:00:00.000Z,0.0
393,84339,1703905621,2022-12-04T00:00:00.000Z,0.0
394,84339,1706440161,2022-11-10T00:00:00.000Z,0.0
395,84339,1710096477,2022-12-21T00:00:00.000Z,0.0
396,84339,1713698815,2022-11-16T00:00:00.000Z,0.0
397,84339,1714073899,2022-11-16T00:00:00.000Z,0.0
398,84339,1718146027,2022-11-25T00:00:00.000Z,0.0
399,84339,1718416044,2022-11-25T00:00:00.000Z,0.0
400,84542,1706440161,2022-11-16T00:00:00.000Z,0.05
401,84542,1710096477,2022-11-24T00:00:00.000Z,0.05
402,84542,1718416044,2022-11-29T00:00:00.000Z,0.05
403,84962,1316040758,2022-11-24T00:00:00.000Z,1.0
404,84962,1648608319,2022-11-24T00:00:00.000Z,1.0
405,84962,1675921760,2022-12-16T00:00:00.000Z,0.2
406,84962,1710096477,2022-12-18T00:00:00.000Z,0.1
407,84962,1714073899,2022-12-03T00:00:00.000Z,0.3
408,85705,1714073899,2022-11-28T00:00:00.000Z,0.08
409,85886,1458049517,2022-12-01T00:00:00.000Z,0.0
410,85886,1675921760,2022-10-18T00:00:00.000Z,0.07
411,85886,1684019585,2022-12-12T00:00:00.000Z,0.0
412,85886,1706440161,2022-11-02T00:00:00.000Z,0.0
413,85886,1710096477,2022-11-29T00:00:00.000Z,0.0
414,85886,1714073899,2022-11-17T00:00:00.000Z,0.0
415,85886,1718416044,2022-11-29T00:00:00.000Z,0.07
416,86616,1316040758,2022-11-17T00:00:00.000Z,0.02
417,86616,1429235843,2022-11-26T00:00:00.000Z,0.0
418,86616,1458049517,2022-11-25T00:00:00.000Z,0.02
419,86616,1490584733,2022-12-18T00:00:00.000Z,0.04
420,86616,1648608319,2022-12-07T00:00:00.000Z,0.04
421,86616,1674749132,2022-12-05T00:00:00.000Z,0.0
422,86616,1675921760,2022-11-27T00:00:00.000Z,0.02
423,86616,1684019585,2022-12-06T00:00:00.000Z,0.02
424,86616,1706440161,2022-11-16T00:00:00.000Z,0.18
425,86616,1710096477,2022-11-29T00:00:00.000Z,0.02
426,86616,1713698815,2022-12-12T00:00:00.000Z,0.0
427,86616,1714073899,2022-12-03T00:00:00.000Z,0.16
